scenario,iteration,fuzzer_type,algorithm,cell_loads,avg_overall_sinr,avg_high_prio_sinr,fairness_index,handover_count_iter,vulnerabilities
High Load,23,Random,baseline,"[0.36666666666666664, 0.2, 0.43333333333333335]",20.914705,24.817724,0.22514995894968556,13,['Unfairness: Jain Index = 0.23']
High Load,24,Random,baseline,"[0.26666666666666666, 0.3333333333333333, 0.4]",22.80297,36.547222,0.31679462515897233,11,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.32']"
High Load,25,Random,baseline,"[0.23333333333333334, 0.3, 0.4666666666666667]",19.075737,28.431381,0.2667505667192166,9,['Unfairness: Jain Index = 0.27']
High Load,26,Random,baseline,"[0.2, 0.3333333333333333, 0.4666666666666667]",23.758986,32.37703,0.253581740971278,10,['Unfairness: Jain Index = 0.25']
High Load,27,Random,baseline,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",18.334293,28.598425,0.1900585015882686,14,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.19']"
High Load,28,Random,baseline,"[0.26666666666666666, 0.43333333333333335, 0.3]",18.964834,15.82474,0.24410155400485906,16,['Unfairness: Jain Index = 0.24']
High Load,29,Random,baseline,"[0.2, 0.5, 0.3]",22.057095,26.097677,0.22402417108734565,12,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.22']"
High Load,30,Random,baseline,"[0.3333333333333333, 0.3, 0.36666666666666664]",20.977497,24.524847,0.29328197271315226,12,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.29']"
High Load,31,Random,baseline,"[0.4666666666666667, 0.3, 0.23333333333333334]",28.547602,37.944103,0.3691040947803728,10,['Unfairness: Jain Index = 0.37']
High Load,32,Random,baseline,"[0.26666666666666666, 0.43333333333333335, 0.3]",17.595097,17.236446,0.2684888244465334,12,['Unfairness: Jain Index = 0.27']
High Load,33,Random,baseline,"[0.3333333333333333, 0.5, 0.16666666666666666]",25.030775,25.6351,0.3728585603346697,12,['Unfairness: Jain Index = 0.37']
High Load,34,Random,baseline,"[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]",15.451357,11.739952,0.20879589271113752,11,['Unfairness: Jain Index = 0.21']
High Load,35,Random,baseline,"[0.16666666666666666, 0.4, 0.43333333333333335]",24.88888,24.733503,0.2625725433692418,10,['Unfairness: Jain Index = 0.26']
High Load,36,Random,baseline,"[0.2, 0.36666666666666664, 0.43333333333333335]",30.50182,45.114765,0.32193514220320973,7,['Unfairness: Jain Index = 0.32']
High Load,37,Random,baseline,"[0.3, 0.4666666666666667, 0.23333333333333334]",22.188257,25.043312,0.30439148287737605,12,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.30']"
High Load,38,Random,baseline,"[0.26666666666666666, 0.43333333333333335, 0.3]",30.476294,26.727362,0.34665047128169796,15,['Unfairness: Jain Index = 0.35']
High Load,39,Random,baseline,"[0.2, 0.26666666666666666, 0.5333333333333333]",29.442719,32.89567,0.3598735762794215,13,['Unfairness: Jain Index = 0.36']
High Load,40,Random,baseline,"[0.1, 0.3, 0.6]",19.69685,22.108612,0.18804507104207815,12,['Unfairness: Jain Index = 0.19']
High Load,41,Random,baseline,"[0.26666666666666666, 0.3333333333333333, 0.4]",16.555342,27.19031,0.2515068600298413,15,['Unfairness: Jain Index = 0.25']
High Load,42,Random,baseline,"[0.16666666666666666, 0.3, 0.5333333333333333]",18.146877,3.842034,0.1986528955981946,10,['Unfairness: Jain Index = 0.20']
High Load,43,Random,baseline,"[0.26666666666666666, 0.43333333333333335, 0.3]",20.726236,17.596224,0.2471594942680685,8,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.25']"
High Load,44,Random,baseline,"[0.13333333333333333, 0.5666666666666667, 0.3]",21.094095,20.563704,0.2455548451146757,9,['Unfairness: Jain Index = 0.25']
High Load,45,Random,baseline,"[0.2, 0.36666666666666664, 0.43333333333333335]",21.694489,22.67898,0.24779646546255157,11,['Unfairness: Jain Index = 0.25']
High Load,46,Random,baseline,"[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]",13.737329,8.536719,0.1813199483674752,12,['Unfairness: Jain Index = 0.18']
High Load,47,Random,baseline,"[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]",22.864508,16.44016,0.2245883721952512,9,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.22']"
High Load,48,Random,baseline,"[0.3333333333333333, 0.3, 0.36666666666666664]",18.63372,17.223125,0.19540609522481944,14,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.20']"
High Load,49,Random,baseline,"[0.4, 0.3, 0.3]",24.174389,25.671463,0.2962566650372033,10,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.30']"
High Load,50,Random,baseline,"[0.16666666666666666, 0.5, 0.3333333333333333]",25.126146,20.61748,0.28851563325149393,13,['Unfairness: Jain Index = 0.29']
High Load,51,Random,baseline,"[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]",12.380123,1.4954618,0.14892205003872555,8,['Unfairness: Jain Index = 0.15']
High Load,52,Random,baseline,"[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]",21.656975,17.967337,0.2219105087373541,8,['Unfairness: Jain Index = 0.22']
High Load,53,Random,baseline,"[0.36666666666666664, 0.3333333333333333, 0.3]",21.400167,26.809286,0.24565193242369854,10,['Unfairness: Jain Index = 0.25']
High Load,54,Random,baseline,"[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]",17.37273,28.917929,0.1712933935749768,10,['Unfairness: Jain Index = 0.17']
High Load,55,Random,baseline,"[0.3, 0.4666666666666667, 0.23333333333333334]",10.49168,18.476233,0.18787430285637904,14,['Unfairness: Jain Index = 0.19']
High Load,56,Random,baseline,"[0.26666666666666666, 0.4, 0.3333333333333333]",21.69108,32.00948,0.2624599497970085,11,['Unfairness: Jain Index = 0.26']
High Load,57,Random,baseline,"[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]",9.336058,8.246789,0.11141585610370043,8,['Unfairness: Jain Index = 0.11']
High Load,58,Random,baseline,"[0.4, 0.23333333333333334, 0.36666666666666664]",15.208047,25.20313,0.19718697938269808,11,['Unfairness: Jain Index = 0.20']
High Load,59,Random,baseline,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",18.408209,23.270103,0.2939302768045655,11,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.29']"
High Load,60,Random,baseline,"[0.3, 0.3333333333333333, 0.36666666666666664]",14.7308445,19.629236,0.23670305101252445,12,['Unfairness: Jain Index = 0.24']
High Load,61,Random,baseline,"[0.23333333333333334, 0.36666666666666664, 0.4]",19.244482,10.221574,0.19416456336461485,9,['Unfairness: Jain Index = 0.19']
High Load,62,Random,baseline,"[0.36666666666666664, 0.3333333333333333, 0.3]",22.96923,20.130453,0.2507124192487025,11,['Unfairness: Jain Index = 0.25']
High Load,63,Random,baseline,"[0.23333333333333334, 0.4666666666666667, 0.3]",14.434061,13.679563,0.16685174775939282,12,['Unfairness: Jain Index = 0.17']
High Load,64,Random,baseline,"[0.26666666666666666, 0.4, 0.3333333333333333]",9.701552,23.294672,0.12125486425913168,8,['Unfairness: Jain Index = 0.12']
High Load,65,Random,baseline,"[0.13333333333333333, 0.4666666666666667, 0.4]",19.533295,21.821884,0.21349367909067235,9,['Unfairness: Jain Index = 0.21']
High Load,66,Random,baseline,"[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]",15.638454,19.520279,0.19302248428491986,10,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.19']"
High Load,67,Random,baseline,"[0.16666666666666666, 0.43333333333333335, 0.4]",14.196887,19.453217,0.16338885859696606,12,['Unfairness: Jain Index = 0.16']
High Load,68,Random,baseline,"[0.16666666666666666, 0.2, 0.6333333333333333]",16.668678,19.658388,0.1947211557744841,15,['Unfairness: Jain Index = 0.19']
High Load,69,Random,baseline,"[0.26666666666666666, 0.3, 0.43333333333333335]",14.842817,4.4413776,0.1879413621666497,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.19']"
High Load,70,Random,baseline,"[0.2, 0.3333333333333333, 0.4666666666666667]",1.9689628,4.0136147,0.06017231377722316,11,['Unfairness: Jain Index = 0.06']
High Load,71,Random,baseline,"[0.16666666666666666, 0.43333333333333335, 0.4]",19.163666,22.270369,0.22516333212697595,11,['Unfairness: Jain Index = 0.23']
High Load,72,Random,baseline,"[0.26666666666666666, 0.4, 0.3333333333333333]",12.1975355,28.75598,0.17582235485115486,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.18']"
High Load,73,Random,baseline,"[0.23333333333333334, 0.36666666666666664, 0.4]",5.1150618,15.017802,0.08425011252175314,5,['Unfairness: Jain Index = 0.08']
High Load,74,Random,baseline,"[0.3, 0.26666666666666666, 0.43333333333333335]",8.167211,11.243968,0.10867069743738664,10,['Unfairness: Jain Index = 0.11']
High Load,75,Random,baseline,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",12.795093,12.683482,0.14650533848391636,10,['Unfairness: Jain Index = 0.15']
High Load,76,Random,baseline,"[0.23333333333333334, 0.5, 0.26666666666666666]",19.59548,38.535748,0.21031959645023987,13,['Unfairness: Jain Index = 0.21']
High Load,77,Random,baseline,"[0.23333333333333334, 0.36666666666666664, 0.4]",11.266746,25.384493,0.11891112133650725,11,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.12']"
High Load,78,Random,baseline,"[0.3, 0.4, 0.3]",11.950183,19.907942,0.1260017408402333,9,['Unfairness: Jain Index = 0.13']
High Load,79,Random,baseline,"[0.16666666666666666, 0.4666666666666667, 0.36666666666666664]",11.427005,19.14628,0.14384049590445366,8,['Unfairness: Jain Index = 0.14']
High Load,80,Random,baseline,"[0.23333333333333334, 0.4, 0.36666666666666664]",12.923128,19.039253,0.1687866423384205,8,['Unfairness: Jain Index = 0.17']
High Load,81,Random,baseline,"[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]",7.838944,11.006439,0.08939609566991816,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.09']"
High Load,82,Random,baseline,"[0.3333333333333333, 0.26666666666666666, 0.4]",12.461061,14.062856,0.148664981170376,8,['Unfairness: Jain Index = 0.15']
High Load,83,Random,baseline,"[0.3, 0.43333333333333335, 0.26666666666666666]",15.26357,16.319996,0.2106141969226391,13,['Unfairness: Jain Index = 0.21']
High Load,84,Random,baseline,"[0.26666666666666666, 0.5333333333333333, 0.2]",18.245672,31.97683,0.19013289120793314,13,['Unfairness: Jain Index = 0.19']
High Load,85,Random,baseline,"[0.3, 0.43333333333333335, 0.26666666666666666]",18.932062,29.146502,0.20815588029873833,16,['Unfairness: Jain Index = 0.21']
High Load,86,Random,baseline,"[0.23333333333333334, 0.5, 0.26666666666666666]",15.132326,36.5907,0.18063571121331978,10,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.18']"
High Load,87,Random,baseline,"[0.23333333333333334, 0.4666666666666667, 0.3]",12.088708,30.740135,0.1660469946644003,5,['Unfairness: Jain Index = 0.17']
High Load,88,Random,baseline,"[0.4, 0.3333333333333333, 0.26666666666666666]",14.592364,15.967036,0.16736088050222267,9,['Unfairness: Jain Index = 0.17']
High Load,89,Random,baseline,"[0.26666666666666666, 0.43333333333333335, 0.3]",3.934141,9.699388,0.09903925113571799,11,['Unfairness: Jain Index = 0.10']
High Load,90,Random,baseline,"[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]",16.67924,22.863367,0.17790528744510578,13,['Unfairness: Jain Index = 0.18']
High Load,91,Random,baseline,"[0.2, 0.4, 0.4]",7.9762354,18.633368,0.1440971305566837,10,['Unfairness: Jain Index = 0.14']
High Load,92,Random,baseline,"[0.23333333333333334, 0.4666666666666667, 0.3]",9.504467,14.533168,0.1512727244017199,7,['Unfairness: Jain Index = 0.15']
High Load,93,Random,baseline,"[0.26666666666666666, 0.43333333333333335, 0.3]",11.264554,14.930325,0.14381153448156372,11,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.14']"
High Load,94,Random,baseline,"[0.3333333333333333, 0.4, 0.26666666666666666]",12.0773115,8.819459,0.1493678455615233,9,['Unfairness: Jain Index = 0.15']
High Load,95,Random,baseline,"[0.23333333333333334, 0.4666666666666667, 0.3]",10.270731,20.186054,0.153225066001201,13,['Unfairness: Jain Index = 0.15']
High Load,96,Random,baseline,"[0.3, 0.4, 0.3]",28.199625,22.297386,0.3086883934250746,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.31']"
High Load,97,Random,baseline,"[0.16666666666666666, 0.4, 0.43333333333333335]",17.25821,20.662306,0.184037896641953,11,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.18']"
High Load,98,Random,baseline,"[0.3, 0.36666666666666664, 0.3333333333333333]",21.900618,18.436382,0.3090859834507807,13,['Unfairness: Jain Index = 0.31']
High Load,99,Random,baseline,"[0.26666666666666666, 0.3333333333333333, 0.4]",10.684829,-0.3025845,0.15541857948095217,13,"['QoS Violation: Avg High Prio SINR = -0.30 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.16']"
High Load,0,Random,utility,"[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]",12.637036,11.607369,0.21063436236887204,13,['Unfairness: Jain Index = 0.21']
High Load,1,Random,utility,"[0.36666666666666664, 0.3, 0.3333333333333333]",13.425454,11.771755,0.17242445741297283,9,['Unfairness: Jain Index = 0.17']
High Load,2,Random,utility,"[0.36666666666666664, 0.16666666666666666, 0.4666666666666667]",18.991034,14.522373,0.3048444454646339,13,['Unfairness: Jain Index = 0.30']
High Load,3,Random,utility,"[0.36666666666666664, 0.3333333333333333, 0.3]",13.857404,12.074126,0.2646921431936738,13,['Unfairness: Jain Index = 0.26']
High Load,4,Random,utility,"[0.2, 0.36666666666666664, 0.43333333333333335]",15.571001,10.933846,0.23538804557106507,12,['Unfairness: Jain Index = 0.24']
High Load,5,Random,utility,"[0.43333333333333335, 0.26666666666666666, 0.3]",21.471474,18.356976,0.3104412238698699,18,['Unfairness: Jain Index = 0.31']
High Load,6,Random,utility,"[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]",17.91401,11.62223,0.24895689516006303,13,['Unfairness: Jain Index = 0.25']
High Load,7,Random,utility,"[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]",19.236654,9.878478,0.2420149429103211,12,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.24']"
High Load,8,Random,utility,"[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]",25.396793,16.313818,0.3383327450270532,14,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.34']"
High Load,9,Random,utility,"[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]",18.33143,20.590303,0.24609717062750633,13,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.25']"
High Load,10,Random,utility,"[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]",16.328262,14.571152,0.2786831972125611,13,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.28']"
High Load,11,Random,utility,"[0.3, 0.3333333333333333, 0.36666666666666664]",19.48663,12.484581,0.24001945786168163,14,['Unfairness: Jain Index = 0.24']
High Load,12,Random,utility,"[0.3, 0.3333333333333333, 0.36666666666666664]",20.168835,12.382507,0.354658338832486,8,['Unfairness: Jain Index = 0.35']
High Load,13,Random,utility,"[0.4, 0.26666666666666666, 0.3333333333333333]",24.209867,22.680054,0.33871820309152567,9,['Unfairness: Jain Index = 0.34']
High Load,14,Random,utility,"[0.3333333333333333, 0.26666666666666666, 0.4]",28.467983,19.585726,0.37070927566002077,11,['Unfairness: Jain Index = 0.37']
High Load,15,Random,utility,"[0.3333333333333333, 0.4, 0.26666666666666666]",25.340149,9.847205,0.34865171894184166,12,['Unfairness: Jain Index = 0.35']
High Load,16,Random,utility,"[0.3, 0.3333333333333333, 0.36666666666666664]",26.257465,13.443744,0.3401490539956884,10,['Unfairness: Jain Index = 0.34']
High Load,17,Random,utility,"[0.36666666666666664, 0.2, 0.43333333333333335]",33.23954,22.479261,0.3964301016313899,11,['Unfairness: Jain Index = 0.40']
High Load,18,Random,utility,"[0.43333333333333335, 0.3, 0.26666666666666666]",23.866747,12.05926,0.2852601765106362,15,['Unfairness: Jain Index = 0.29']
High Load,19,Random,utility,"[0.36666666666666664, 0.23333333333333334, 0.4]",26.303455,27.429222,0.3525399722115082,17,['Unfairness: Jain Index = 0.35']
High Load,20,Random,utility,"[0.43333333333333335, 0.23333333333333334, 0.3333333333333333]",24.638556,18.910435,0.31565667325538654,15,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.32']"
High Load,21,Random,utility,"[0.43333333333333335, 0.26666666666666666, 0.3]",16.667524,14.334537,0.1905730428816381,13,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.19']"
High Load,22,Random,utility,"[0.4666666666666667, 0.23333333333333334, 0.3]",23.97067,12.19666,0.26721286042929604,13,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.27']"
High Load,23,Random,utility,"[0.4666666666666667, 0.23333333333333334, 0.3]",26.01297,16.119965,0.3218094094260351,10,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.32']"
High Load,24,Random,utility,"[0.3333333333333333, 0.36666666666666664, 0.3]",22.5526,23.536531,0.2884294116004986,15,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.29']"
High Load,25,Random,utility,"[0.36666666666666664, 0.3, 0.3333333333333333]",25.949932,20.558756,0.256512588658519,14,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.26']"
High Load,26,Random,utility,"[0.4666666666666667, 0.23333333333333334, 0.3]",31.734583,21.671326,0.37891349800818525,14,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.38']"
High Load,27,Random,utility,"[0.36666666666666664, 0.3333333333333333, 0.3]",23.404339,17.852526,0.20132480908110556,17,['Unfairness: Jain Index = 0.20']
High Load,28,Random,utility,"[0.5, 0.23333333333333334, 0.26666666666666666]",31.529009,25.61233,0.37356216180195395,12,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.37']"
High Load,29,Random,utility,"[0.4, 0.3333333333333333, 0.26666666666666666]",15.085187,9.285755,0.16926786193327928,14,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.17']"
High Load,30,Random,utility,"[0.5333333333333333, 0.26666666666666666, 0.2]",25.661926,13.819409,0.3072301229934311,16,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.31']"
High Load,31,Random,utility,"[0.5, 0.26666666666666666, 0.23333333333333334]",28.53278,16.685635,0.34863863853675453,10,['Unfairness: Jain Index = 0.35']
High Load,32,Random,utility,"[0.5, 0.16666666666666666, 0.3333333333333333]",18.348227,15.93763,0.2840404309744702,13,['Unfairness: Jain Index = 0.28']
High Load,33,Random,utility,"[0.4, 0.3333333333333333, 0.26666666666666666]",16.893547,8.324453,0.19355453462698338,14,['Unfairness: Jain Index = 0.19']
High Load,34,Random,utility,"[0.43333333333333335, 0.3, 0.26666666666666666]",37.323227,25.834902,0.4281613639188255,15,[]
High Load,35,Random,utility,"[0.4666666666666667, 0.3333333333333333, 0.2]",30.647123,18.81942,0.29613546100757426,10,['Unfairness: Jain Index = 0.30']
High Load,36,Random,utility,"[0.36666666666666664, 0.3333333333333333, 0.3]",21.99951,13.726298,0.21057180415926705,17,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.21']"
High Load,37,Random,utility,"[0.43333333333333335, 0.36666666666666664, 0.2]",17.806984,8.9651785,0.18359411454007574,14,['Unfairness: Jain Index = 0.18']
High Load,38,Random,utility,"[0.36666666666666664, 0.3333333333333333, 0.3]",23.23386,16.72867,0.279404161996031,11,['Unfairness: Jain Index = 0.28']
High Load,39,Random,utility,"[0.4, 0.26666666666666666, 0.3333333333333333]",21.924017,16.020046,0.2484086543337323,17,['Unfairness: Jain Index = 0.25']
High Load,40,Random,utility,"[0.3333333333333333, 0.3, 0.36666666666666664]",16.26653,8.550949,0.19313952337257417,11,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.19']"
High Load,41,Random,utility,"[0.4, 0.3333333333333333, 0.26666666666666666]",29.26566,26.772196,0.3472542989734557,12,['Unfairness: Jain Index = 0.35']
High Load,42,Random,utility,"[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]",13.783374,9.272709,0.15543308074478288,11,['Unfairness: Jain Index = 0.16']
High Load,43,Random,utility,"[0.43333333333333335, 0.23333333333333334, 0.3333333333333333]",22.706118,13.294552,0.2678348756376076,11,['Unfairness: Jain Index = 0.27']
High Load,44,Random,utility,"[0.4, 0.36666666666666664, 0.23333333333333334]",18.048082,9.955239,0.19470462565620747,12,['Unfairness: Jain Index = 0.19']
High Load,45,Random,utility,"[0.4666666666666667, 0.2, 0.3333333333333333]",15.277311,6.689829,0.2414571446189242,13,['Unfairness: Jain Index = 0.24']
High Load,46,Random,utility,"[0.26666666666666666, 0.3333333333333333, 0.4]",22.016277,8.931206,0.21672100248846007,13,['Unfairness: Jain Index = 0.22']
High Load,47,Random,utility,"[0.43333333333333335, 0.3333333333333333, 0.23333333333333334]",14.96247,-1.1044788,0.18193021167188345,14,"['QoS Violation: Avg High Prio SINR = -1.10 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.18']"
High Load,48,Random,utility,"[0.36666666666666664, 0.4, 0.23333333333333334]",16.683287,12.085129,0.2030148336489629,16,['Unfairness: Jain Index = 0.20']
High Load,49,Random,utility,"[0.4, 0.36666666666666664, 0.23333333333333334]",15.603582,13.048396,0.19715424927372635,15,['Unfairness: Jain Index = 0.20']
High Load,50,Random,utility,"[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]",25.611176,7.0194325,0.2827387360252618,11,['Unfairness: Jain Index = 0.28']
High Load,51,Random,utility,"[0.3, 0.36666666666666664, 0.3333333333333333]",16.556879,11.206321,0.2628765989174177,13,['Unfairness: Jain Index = 0.26']
High Load,52,Random,utility,"[0.4, 0.3, 0.3]",13.885571,0.3085564,0.17713836897504792,16,['Unfairness: Jain Index = 0.18']
High Load,53,Random,utility,"[0.4, 0.26666666666666666, 0.3333333333333333]",28.130026,21.580956,0.3214212350742596,15,['Unfairness: Jain Index = 0.32']
High Load,54,Random,utility,"[0.3, 0.3, 0.4]",20.519024,17.825033,0.24860926181074855,17,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.25']"
High Load,55,Random,utility,"[0.5333333333333333, 0.26666666666666666, 0.2]",21.749361,17.384085,0.2856989585845575,14,['Unfairness: Jain Index = 0.29']
High Load,56,Random,utility,"[0.3333333333333333, 0.4, 0.26666666666666666]",19.221457,17.009409,0.23511223063534584,17,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.24']"
High Load,57,Random,utility,"[0.43333333333333335, 0.26666666666666666, 0.3]",20.478352,0.6145421,0.21239558451547294,8,['Unfairness: Jain Index = 0.21']
High Load,58,Random,utility,"[0.26666666666666666, 0.5333333333333333, 0.2]",28.192604,12.324611,0.2820934459121431,12,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.28']"
High Load,59,Random,utility,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",17.158688,8.920712,0.27730002121618497,16,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.28']"
High Load,60,Random,utility,"[0.5333333333333333, 0.26666666666666666, 0.2]",19.18755,14.525135,0.17993540723026408,13,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.18']"
High Load,61,Random,utility,"[0.3, 0.36666666666666664, 0.3333333333333333]",32.356644,20.760183,0.3831199897257925,15,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.38']"
High Load,62,Random,utility,"[0.5333333333333333, 0.26666666666666666, 0.2]",21.560843,17.362806,0.21945488316415449,17,['Unfairness: Jain Index = 0.22']
High Load,63,Random,utility,"[0.3333333333333333, 0.3, 0.36666666666666664]",24.488686,14.051575,0.27499714936902353,13,['Unfairness: Jain Index = 0.27']
High Load,64,Random,utility,"[0.26666666666666666, 0.5, 0.23333333333333334]",23.458265,14.119072,0.31304366316002313,12,['Unfairness: Jain Index = 0.31']
High Load,65,Random,utility,"[0.3333333333333333, 0.36666666666666664, 0.3]",17.014477,15.283271,0.20475827011515482,16,['Unfairness: Jain Index = 0.20']
High Load,66,Random,utility,"[0.4, 0.3, 0.3]",15.40109,2.172509,0.1542817059317434,15,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.15']"
High Load,67,Random,utility,"[0.4666666666666667, 0.43333333333333335, 0.1]",22.053713,14.065536,0.2801030528907985,17,['Unfairness: Jain Index = 0.28']
High Load,68,Random,utility,"[0.23333333333333334, 0.4, 0.36666666666666664]",21.58545,25.804388,0.27650992756245174,16,['Unfairness: Jain Index = 0.28']
High Load,69,Random,utility,"[0.4666666666666667, 0.36666666666666664, 0.16666666666666666]",25.51809,6.1289315,0.30882359900569617,18,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.31']"
High Load,70,Random,utility,"[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]",9.0664835,11.381537,0.12966290220107465,19,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.13']"
High Load,71,Random,utility,"[0.3, 0.23333333333333334, 0.4666666666666667]",11.990842,7.3865914,0.17209448347237463,11,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.17']"
High Load,72,Random,utility,"[0.2, 0.5333333333333333, 0.26666666666666666]",15.718655,0.41364613,0.1858908180728218,15,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.19']"
High Load,73,Random,utility,"[0.5, 0.3, 0.2]",20.380642,2.1727047,0.22246220529466781,15,['Unfairness: Jain Index = 0.22']
High Load,74,Random,utility,"[0.26666666666666666, 0.43333333333333335, 0.3]",12.019697,7.0844254,0.24028254586874723,12,['Unfairness: Jain Index = 0.24']
High Load,75,Random,utility,"[0.26666666666666666, 0.3, 0.43333333333333335]",16.475828,11.558919,0.20440690121377672,15,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.20']"
High Load,76,Random,utility,"[0.36666666666666664, 0.43333333333333335, 0.2]",16.187244,8.53744,0.2284359176249714,17,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.23']"
High Load,77,Random,utility,"[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]",15.752255,18.407053,0.22317627234314535,15,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.22']"
High Load,78,Random,utility,"[0.4, 0.4666666666666667, 0.13333333333333333]",16.784163,14.731505,0.2401600319190135,17,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.24']"
High Load,79,Random,utility,"[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]",17.848703,-5.3156414,0.1974401591827426,16,"['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = -5.32 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.20']"
High Load,80,Random,utility,"[0.4, 0.4, 0.2]",23.916084,1.6662472,0.2909260040773685,14,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.29']"
High Load,81,Random,utility,"[0.3333333333333333, 0.36666666666666664, 0.3]",20.632475,12.370421,0.27845465066926167,15,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.28']"
